detector_id,threshold,attack_rate,benign_fp,harmbench_ctx_rate,sweet_spot
d024_multilingual_injection,0.65,0.07936507936507936,0.0,0.0,
d024_multilingual_injection,0.7,0.07936507936507936,0.0,0.0,
d024_multilingual_injection,0.75,0.07936507936507936,0.0,0.0,
d024_multilingual_injection,0.8,0.07936507936507936,0.0,0.0,
d024_multilingual_injection,0.85,0.07936507936507936,0.0,0.0,
d024_multilingual_injection,0.9,0.06349206349206349,0.0,0.0,
d025_multi_encoding,0.4,0.1111111111111111,0.0,0.0,*
d025_multi_encoding,0.45,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.5,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.55,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.6,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.65,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.7,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.75,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.8,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.85,0.1111111111111111,0.0,0.0,
d025_multi_encoding,0.9,0.0,0.0,0.0,
d027_stylometric_discontinuity,0.4,0.0,0.0,0.1,*
d027_stylometric_discontinuity,0.45,0.0,0.0,0.1,
d027_stylometric_discontinuity,0.5,0.0,0.0,0.1,
d027_stylometric_discontinuity,0.55,0.0,0.0,0.1,
d027_stylometric_discontinuity,0.6,0.0,0.0,0.1,
d027_stylometric_discontinuity,0.65,0.0,0.0,0.05,
d027_stylometric_discontinuity,0.7,0.0,0.0,0.04,
d027_stylometric_discontinuity,0.75,0.0,0.0,0.02,
d027_stylometric_discontinuity,0.8,0.0,0.0,0.02,
d027_stylometric_discontinuity,0.85,0.0,0.0,0.01,
d027_stylometric_discontinuity,0.9,0.0,0.0,0.01,
d028_sequence_alignment,0.4,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.45,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.5,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.55,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.6,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.65,0.23809523809523808,0.031073446327683617,0.04,
d028_sequence_alignment,0.7,0.2222222222222222,0.022598870056497175,0.01,
d028_sequence_alignment,0.75,0.19047619047619047,0.01694915254237288,0.01,
d028_sequence_alignment,0.8,0.19047619047619047,0.002824858757062147,0.01,
d028_sequence_alignment,0.85,0.15873015873015872,0.002824858757062147,0.0,
d028_sequence_alignment,0.9,0.1111111111111111,0.0,0.0,*
d029_many_shot_structural,0.4,0.09523809523809523,0.0,0.0,*
d029_many_shot_structural,0.45,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.5,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.55,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.6,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.65,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.7,0.09523809523809523,0.0,0.0,
d029_many_shot_structural,0.75,0.06349206349206349,0.0,0.0,
d029_many_shot_structural,0.8,0.031746031746031744,0.0,0.0,
d029_many_shot_structural,0.85,0.031746031746031744,0.0,0.0,
d029_many_shot_structural,0.9,0.015873015873015872,0.0,0.0,
d031_language_enforcement,0.4,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.45,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.5,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.55,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.6,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.65,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.7,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.75,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.8,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.85,0.19047619047619047,0.06779661016949153,0.0,
d031_language_enforcement,0.9,0.15873015873015872,0.06779661016949153,0.0,
